                      ECO00132                         COMA5-5    194.811005     27.8956    2677.000000     ACS/WFC    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hlsp_coma_hst_acs-wfc_v33_f475w_v1_ivm-drz-cl
                      ECO00132                         COMA5-5    194.811005     27.8956    1400.000000     ACS/WFC    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hlsp_coma_hst_acs-wfc_v33_f814w_v1_ivm-drz-cl
                      ECO00132         COMA-CLUSTER-PLUME-POS3    194.811005     27.8956    5000.000000     ACS/WFC    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_10397_03_acs_wfc_f435w
                      ECO00132         COMA-CLUSTER-PLUME-POS2    194.811005     27.8956    5000.000000     ACS/WFC    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_10397_52_acs_wfc_f435w
                      ECO00132                         COMA5-5    194.811005     27.8956    2677.000000     ACS/WFC    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_10861_33_acs_wfc_f475w
                      ECO00132                         COMA5-5    194.811005     27.8956    1400.000000     ACS/WFC    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_10861_33_acs_wfc_f814w
                      ECO00132                         COMA4-5    194.811005     27.8956    2568.000000     ACS/WFC    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_12918_04_acs_wfc_f475w
                      ECO00132                         COMA4-5    194.811005     27.8956    1400.000000     ACS/WFC    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_12918_04_acs_wfc_f814w
                      ECO00132                         COMA3-6    194.811005     27.8956    2568.000000     ACS/WFC    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_12918_05_acs_wfc_f475w
                      ECO00132                         COMA3-6    194.811005     27.8956    1400.000000     ACS/WFC    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_12918_05_acs_wfc_f814w
